103600041	Agree	103600040
362100054	Agree	362100052
649300349	Agree	649300348
78800054	Agree	78800050
649300032	Agree	649300030
348500019	Agree	348500016
649300260	Agree	649300233
547400135	Agree	547400134
271800261	Agree	271800260
128100104	Agree	128100103
753700077	Agree	753700074
649300100	Agree	649300096
362100189	Agree	362100187
753700129	Agree	753700128
258300511	Agree	258300506
128100574	Agree	128100572
690300147	Agree	690300146
103600011	Agree	103600010
753700085	Agree	753700080
36900042	Agree	36900001
128100123	Agree	128100122
678800064	Agree	678800063
291500429	Agree	291500427
435000129	Agree	435000128
128100594	Agree	128100585
128100290	Agree	128100289
678800063	Agree	678800058
581100030	Agree	581100028
374500116	Agree	374500111
753700018	Agree	753700017
258300371	Agree	258300333
128100375	Agree	128100373
271800260	Agree	271800259
258300408	Agree	258300407
3400017	Agree	3400001
128100661	Agree	128100660
664600198	Agree	664600197
128100622	Agree	128100621
291500027	Agree	291500025
78800134	Agree	78800133
311400224	Agree	311400223
128100137	Agree	128100136
759400072	Agree	759400071
78800063	Agree	78800062
753700095	Agree	753700094
664600287	Agree	664600285
128100395	Agree	128100387
128100149	Agree	128100148
313400055	Agree	313400039
753700036	Agree	753700035
317600068	Agree	317600065
717300003	Agree	717300002
497400042	Agree	497400028
271800072	Agree	271800062
24600041	Agree	24600040
435000151	Agree	435000150
348500009	Agree	348500008
459100044	Agree	459100039
753700062	Agree	753700060
435000022	Agree	435000017
459100087	Agree	459100086
438100123	Agree	438100122
311400101	Agree	311400098
258300288	Agree	258300287
128100492	Agree	128100491
612400018	Agree	612400015
128100005	Agree	128100004
497400015	Agree	497400014
497400123	Agree	497400103
717300063	Agree	717300061
128100510	Agree	128100509
128100369	Agree	128100368
291500021	Agree	291500020
133400053	Agree	133400052
678800073	Agree	678800072
678800039	Agree	678800035
103600027	Agree	103600026
435000074	Agree	435000070
759400057	Agree	759400049
769100014	Agree	769100013
361200032	Agree	361200031
438100200	Agree	438100199
128100496	Agree	128100495
753700176	Agree	753700175
128100571	Agree	128100568
362100019	Agree	362100018
128100141	Agree	128100140
497400103	Agree	497400102
497400110	Agree	497400109
187500063	Agree	187500062
291500186	Agree	291500185
649300033	Agree	649300030
649300313	Agree	649300312
649300308	Agree	649300305
291500365	Agree	291500361
311400171	Agree	311400164
271800264	Agree	271800260
690300081	Agree	690300074
158800008	Agree	158800005
311400049	Agree	311400048
291500185	Agree	291500018
374500071	Agree	374500069
497400003	Agree	497400002
612400127	Agree	612400124
435000128	Agree	435000126
128100373	Agree	128100372
291500123	Agree	291500119
678800072	Agree	678800070
128100276	Agree	128100273
649300345	Agree	649300342
271800221	Agree	271800211
753700152	Agree	753700151
660000015	Agree	660000011
497400149	Agree	497400147
291500086	Agree	291500070
372300121	Agree	372300110
649300178	Agree	649300177
128100456	Agree	128100443
113500050	Agree	113500049
678800071	Agree	678800069
362100119	Agree	362100118
78800090	Agree	78800089
769100015	Agree	769100014
291500044	Agree	291500043
128100323	Agree	128100322
133400028	Agree	133400026
690300034	Agree	690300033
547400137	Agree	547400135
291500335	Agree	291500334
317600043	Agree	317600042
271800151	Agree	271800148
128100409	Agree	128100406
128100400	Agree	128100394
271800216	Agree	271800215
36900039	Agree	36900001
753700069	Agree	753700067
291500380	Agree	291500375
258300131	Agree	258300130
438100002	Agree	438100001
497400150	Agree	497400147
128100138	Agree	128100136
361200061	Agree	361200060
459100097	Agree	459100096
769100002	Agree	769100001
649300050	Agree	649300047
158800011	Agree	158800005
581100121	Agree	581100120
218900033	Agree	218900031
258300363	Agree	258300361
678800049	Agree	678800048
258300066	Agree	258300065
158800072	Agree	158800071
435000141	Agree	435000140
372300032	Agree	372300031
649300240	Agree	649300212
317600013	Agree	317600008
497400130	Agree	497400126
113500060	Agree	113500059
258300123	Agree	258300121
187500016	Agree	187500014
128100333	Agree	128100331
291500336	Agree	291500335
649300278	Agree	649300273
649300181	Agree	649300180
759400013	Agree	759400005
317600042	Agree	317600001
753700132	Agree	753700130
362100115	Agree	362100114
317600037	Agree	317600031
133400027	Agree	133400026
258300509	Agree	258300505
374500083	Agree	374500075
753700016	Agree	753700015
348500014	Agree	348500013
690300155	Agree	690300153
362100171	Agree	362100169
128100516	Agree	128100515
690300097	Agree	690300096
271800122	Agree	271800121
348500010	Agree	348500009
581100034	Agree	581100019
435000089	Agree	435000088
435000015	Agree	435000014
99100029	Agree	99100001
218900047	Agree	218900046
649300160	Agree	649300159
497400184	Agree	497400183
664600357	Agree	664600356
278400008	Agree	278400007
258300451	Agree	258300449
218900044	Agree	218900038
36900007	Agree	36900001
497400140	Agree	497400139
258300186	Agree	258300183
317600016	Agree	317600011
649300346	Agree	649300345
128100394	Agree	128100386
187500051	Agree	187500050
459100036	Agree	459100035
659200084	Agree	659200083
753700045	Agree	753700021
753700063	Agree	753700061
103600021	Agree	103600018
291500006	Agree	291500005
753700134	Agree	753700132
313400039	Agree	313400022
258300037	Agree	258300001
128100330	Agree	128100285
3400127	Agree	3400126
278400025	Agree	278400024
753700090	Agree	753700084
128100031	Agree	128100029
128100134	Agree	128100132
